2026-01-21 05:19:58 | Experiment | INFO | experiment.py:163 | [ucsb-catalog-rag-exp1:Experiment] Experiment ucsb-catalog-rag-exp1 created with Experiment ID: 1 at /content/rapidfireai/rapidfire_experiments/ucsb-catalog-rag-exp1
2026-01-21 05:32:59 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:33:14 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 4 completed shard 2 (2 batches, 14.51s)
2026-01-21 05:33:14 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 3 (1 batches)
2026-01-21 05:33:14 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:33:14 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:33:14 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:33:14 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:33:16 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:33:16 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:33:16 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:33:16 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:33:22 | Controller | INFO | controller.py:1044 | [ucsb-catalog-rag-exp1:Controller] Pipeline 1 completed all 4 shards
2026-01-21 05:33:22 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 1 completed shard 3 (1 batches, 6.51s)
2026-01-21 05:33:22 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 0 for shard 3 (1 batches)
2026-01-21 05:33:22 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:33:22 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:33:22 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:33:22 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:33:24 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:33:24 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:33:24 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:33:24 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:33:34 | Controller | INFO | controller.py:1044 | [ucsb-catalog-rag-exp1:Controller] Pipeline 2 completed all 4 shards
2026-01-21 05:33:34 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 2 completed shard 3 (1 batches, 9.51s)
2026-01-21 05:33:34 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 0 for shard 3 (1 batches)
2026-01-21 05:33:34 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:33:34 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:33:34 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:33:34 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:33:35 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:33:35 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:33:35 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:33:35 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:33:41 | Controller | INFO | controller.py:1044 | [ucsb-catalog-rag-exp1:Controller] Pipeline 3 completed all 4 shards
2026-01-21 05:33:41 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 3 completed shard 3 (1 batches, 6.01s)
2026-01-21 05:33:41 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 0 for shard 3 (1 batches)
2026-01-21 05:33:41 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:33:41 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:33:41 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:33:42 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:33:44 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:33:44 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:33:44 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:33:44 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:33:51 | Controller | INFO | controller.py:1044 | [ucsb-catalog-rag-exp1:Controller] Pipeline 4 completed all 4 shards
2026-01-21 05:33:51 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 4 completed shard 3 (1 batches, 7.51s)
2026-01-21 05:33:51 | Controller | INFO | controller.py:1215 | [ucsb-catalog-rag-exp1:Controller] All pipelines completed all shards!
2026-01-21 05:33:51 | Controller | INFO | controller.py:571 | [ucsb-catalog-rag-exp1:Controller] Computing final metrics for all pipelines...
2026-01-21 05:33:51 | Experiment | INFO | metric_rfmetric_manager.py:137 | [ucsb-catalog-rag-exp1:Experiment] Ending run: Pipeline 1_1 in rf_tensorboard
2026-01-21 05:33:51 | Controller | INFO | controller.py:731 | [ucsb-catalog-rag-exp1:Controller] Pipeline 1 (Pipeline 1) completed successfully
2026-01-21 05:33:51 | Experiment | INFO | metric_rfmetric_manager.py:137 | [ucsb-catalog-rag-exp1:Experiment] Ending run: Pipeline 2_2 in rf_tensorboard
2026-01-21 05:33:51 | Controller | INFO | controller.py:731 | [ucsb-catalog-rag-exp1:Controller] Pipeline 2 (Pipeline 2) completed successfully
2026-01-21 05:33:51 | Experiment | INFO | metric_rfmetric_manager.py:137 | [ucsb-catalog-rag-exp1:Experiment] Ending run: Pipeline 3_3 in rf_tensorboard
2026-01-21 05:33:51 | Controller | INFO | controller.py:731 | [ucsb-catalog-rag-exp1:Controller] Pipeline 3 (Pipeline 3) completed successfully
2026-01-21 05:33:51 | Experiment | INFO | metric_rfmetric_manager.py:137 | [ucsb-catalog-rag-exp1:Experiment] Ending run: Pipeline 4_4 in rf_tensorboard
2026-01-21 05:33:51 | Controller | INFO | controller.py:731 | [ucsb-catalog-rag-exp1:Controller] Pipeline 4 (Pipeline 4) completed successfully
2026-01-21 05:37:50 | ExperimentUtils | INFO | experiment_utils.py:180 | [ucsb-catalog-rag-exp1:ExperimentUtils] Reset experiment states - marked ongoing pipelines, contexts, and tasks as failed
2026-01-21 05:37:50 | ExperimentUtils | INFO | experiment_utils.py:188 | [ucsb-catalog-rag-exp1:ExperimentUtils] Experiment marked as cancelled. Ongoing pipelines, contexts, and tasks have been marked as failed.
2026-01-21 05:37:50 | ExperimentUtils | INFO | experiment_utils.py:154 | [ucsb-catalog-rag-exp1:ExperimentUtils] Experiment ucsb-catalog-rag-exp1 ended
2026-01-21 05:37:51 | Experiment | INFO | experiment.py:564 | [ucsb-catalog-rag-exp1:Experiment] All actors shut down
2026-01-21 05:37:51 | Experiment | INFO | experiment.py:565 | [ucsb-catalog-rag-exp1:Experiment] Dispatcher will automatically shut down (daemon thread)
